,review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
6160,R2LLQEXCUC3Q30,1,15,21,N,N
6161,R3OATZ8C2BY7WG,5,30,33,N,Y
6162,R3542IX2NYCU3E,1,31,33,N,Y
6163,R19W14E8JP1W7I,5,20,23,N,Y
6164,R2NSAJD19S5011,1,455,506,N,Y
6165,R3IFYFZVCOAN1,1,67,80,N,Y
6166,RNN6NU205CGZ4,2,25,29,N,Y
6167,R32ACP2ZZ8MUW2,5,27,29,N,Y
6168,R1YDW5WK9CGBHY,5,103,112,N,Y
6169,R2JW0B4RITN6OX,3,127,141,N,N
6170,R17LFXZY3WPYHA,5,59,65,Y,N
6171,R1T7ZZH15B9OUD,1,21,22,N,Y
6172,R2QABGMNADGFZK,4,20,21,N,Y
6173,R1E2OXMLMW8HD9,5,55,58,N,Y
6174,R2G7WNFWEDLWAW,1,41,58,N,Y
6175,R1RYQ4176NP12Z,5,90,97,N,Y
6176,R1VHYWYR2D3WAA,5,70,71,N,Y
6177,R1G1K4MRVI7AK6,2,19,20,Y,N
6178,R263IJJ43WHZ1O,5,17,29,N,N
6179,R3I7M7DSPJ7291,5,19,22,N,N
6180,RJSHXHE4YF2D,5,19,25,Y,N
6181,R98RBY8HS2C5,5,51,60,N,Y
6182,R1QP8VWIEXHPSB,5,157,176,N,N
6183,R1ZN8TNLFD5BPS,5,20,25,N,N
6184,R3NO2N4XYR5WXZ,5,25,25,N,Y
6185,R194LMRCG87IWJ,2,22,23,N,Y
6186,R3BFCK260WQRVE,1,21,21,N,N
6187,R1C266FD15XE1G,1,26,33,N,Y
6188,R3KOJLEQ87BZCE,4,32,33,N,Y
6189,ROKVX9MT7RIOR,4,31,31,N,N
6190,R2J8V1EEFZ357M,4,37,39,N,N
6191,RI45KO07ZKDEV,1,42,48,N,Y
6192,R35XYK8608LH21,4,18,22,N,Y
6193,RT2A527GXMYUR,5,190,192,N,Y
6194,R3MX3B7C6IXHVJ,5,34,51,N,N
6195,R2VO4SS17BKL1M,4,24,25,Y,N
6196,R2YXK0EXRNNXRM,5,53,56,N,N
6197,R2JLVXF4EFLJJA,5,89,101,N,N
6198,R15U25UZTM0LPG,5,111,124,N,N
6199,R20WP4T1MUI0U6,3,37,37,N,Y
6200,R1F4331IV2LIFO,1,40,46,N,Y
6201,R35VL899IXCUOP,4,15,21,Y,N
6202,R1DPW4A8TN04WD,5,29,33,N,Y
6203,R204Y4KV1CI7L2,5,29,31,N,Y
6204,R3652EP7O1PZVE,1,40,56,N,Y
6205,R1A4FWCI6RSB17,1,20,23,N,Y
6206,R3UNBCU1YGLRDN,5,152,161,N,N
6207,R278L7RD56UAI1,5,21,23,N,Y
6208,R1SU97OQUEI5AM,3,27,27,N,Y
6209,R3HLWIL0WK420M,1,86,95,N,Y
6210,R2LIAMLP9Z45QY,1,65,73,N,Y
6211,RZ97MVMGH2VHT,1,20,22,N,Y
6212,RBS0WXX0BOOH1,1,29,38,N,N
6213,RQTNRP7HE0LY6,5,36,41,N,N
6214,R28IWMNEGOK3O0,1,37,38,N,Y
6215,RPB3UAL1Z7SWO,1,12,22,N,Y
6216,R1PBLGZILAJJLG,4,16,21,N,Y
6217,R7B3SCPIG2IGO,1,16,23,N,Y
6218,R3TZEQFCVP629K,1,31,39,N,N
6219,R1T2LI0CKPM7UB,1,31,43,N,Y
6220,R3V5W2LF71TZUF,1,68,74,N,Y
6221,R3MQ4TYW1WOR46,5,26,26,N,Y
6222,R1RM2Q6016W8Y7,5,53,56,N,Y
6223,R27LSH5S43UVP8,5,23,26,N,Y
6224,R3JV84LT9WS7U,4,15,20,N,Y
6225,R3HNUR5V33KE2F,1,20,28,N,N
6226,R3D2PIA373EL93,4,146,163,N,N
6227,RWO1TQC42ZJZ2,5,16,21,N,N
6228,R2272KXUAOH0Z2,5,40,43,N,N
6229,RZBM7RGIHT0FR,4,16,22,N,Y
6230,R1R2WXBF2EHEZ7,5,28,31,N,Y
6231,R2CH8PVKYZARUK,5,61,67,N,N
6232,R2T08MSL2ZRG87,1,74,94,N,Y
6233,R1CUUJHPF1KVWT,5,32,34,N,N
6234,R3RTFBI4SWWY3N,3,21,23,N,Y
6235,RBRFGWYF44MI0,4,45,54,N,Y
6236,R3C9170CKZ16JM,5,35,38,Y,N
6237,R3E66K5BYCF6OV,5,20,20,N,Y
6238,R2QT1DT0CPNUYD,1,19,23,N,Y
6239,R58UREHNWT304,1,19,23,N,N
6240,R76BV5OH04K4F,1,64,65,N,Y
6241,R28JMFLTLG3V96,1,28,30,N,Y
6242,R2YSWEZG85CFQG,1,19,21,N,Y
6243,R21ENKT9TZWEV3,5,22,24,N,N
6244,RENFLYCN6A4LV,5,37,40,N,Y
6245,R1YGYHGMQ264MN,5,84,86,N,N
6246,RVACKS72GY00,5,87,91,N,Y
6247,R2DVA2W1AYYA2M,2,24,27,N,Y
6248,R3CGX6LM3B7AAA,5,39,40,N,N
6249,R1518PQ3QVE80B,5,23,26,N,Y
6250,RUW8M1VJEB0F2,5,23,25,N,Y
6251,R1YRYTBIC3KGQ0,5,19,23,N,N
6252,R2RDI3FMOLEXYO,5,34,36,N,Y
6253,R2OFMQ0Y67UJXT,2,33,36,N,Y
6254,R3HCTY9N9QFG9C,1,14,26,N,N
6255,R11PTDDH7HOQUU,3,68,78,N,Y
6256,RLWDJ1BI7YAKT,5,57,62,N,Y
6257,R37TW8M8AC9AAW,5,59,62,N,Y
6258,R3NI1BHJE4QQZQ,3,30,40,N,N
6259,R2Z1OWG223RMPM,1,111,114,N,N
6260,R35CXXWKA7DT8I,4,254,263,N,N
6261,R1FU4BM70TZDMJ,5,23,28,N,N
6262,R1OC7SDLJODG3S,1,41,52,N,N
6263,R3SCLZBN0HXY9I,5,21,24,N,Y
6264,R72CPXDRIW1IB,3,98,107,N,Y
6265,R2C1LFMCR0CLWI,1,49,53,N,Y
6266,R3G7CFB6AGAQKF,4,190,199,N,N
6267,R172XWLTKP03MZ,5,14,24,N,Y
6268,R27YN1A3H7M89X,5,69,74,N,Y
6269,R2F3JNY0U1UHC5,4,55,63,N,N
6270,R4ZG8EDYWCJVT,5,93,101,N,N
6271,R338XSVLZHOSNP,5,17,21,N,Y
6272,REGOYNYVRXBEF,3,68,71,Y,N
6273,RY7229UQKQBFX,1,71,87,N,Y
6274,R1IUDA0OLXDLJI,5,275,279,N,N
6275,R3J4IC3ZVA9V2A,5,47,50,N,Y
6276,R1HPSN7CL3BZQS,1,23,26,N,Y
6277,RKGWYWGEUREIW,4,26,29,Y,N
6278,R1YDTUTD9KKRBX,4,21,24,N,Y
6279,R34M18LCZ5P3UM,5,26,27,N,N
6280,R2JU37VY1GPYWA,5,23,25,N,Y
6281,R2FX85QJFAR243,5,29,36,N,N
6282,RNP6N7INBYJUT,5,38,42,N,Y
6283,R3OB7F89JWW7YQ,5,34,40,N,N
6284,RK3O6TPRFC406,5,18,24,N,Y
6285,R30G54Y7HP0H8T,5,22,23,N,N
6286,RPBOQRBSVJL02,1,44,62,N,N
6287,RZ3WTC9UMBZNO,5,74,77,N,Y
6288,R3246SAAL2GYOV,4,31,31,N,N
6289,R10QYBBUESVKSM,5,18,21,N,Y
6290,R2MT7B9YDTTUT0,5,23,24,N,N
6291,R2T7D5EJEP53HY,1,26,35,N,N
6292,R2EC1NQEJZCFRY,5,30,31,N,N
6293,R1R0WNXDRQ9SIZ,2,20,21,N,N
6294,R3LT0YPYOJYOYS,1,36,41,N,Y
6295,R32SF2YQ2FD47U,2,18,22,N,N
6296,RM36UMXR5UG6N,1,25,29,N,Y
6297,R1OV7QVMR6RP1V,5,27,28,N,Y
6298,RIHYO2T1QACPT,4,18,22,N,N
6299,R9V6DDQDXAHYC,5,32,38,N,Y
6300,R7IUHB61EEZ88,4,79,85,N,Y
6301,RGH57DTG8MW3S,3,61,80,N,Y
6302,R27FAUDTNB6IMH,5,36,42,N,N
6303,R33O5JIDO1MO0N,1,26,30,N,Y
6304,RK27US985FNPU,5,17,29,N,Y
6305,R1IO5E5U61FORE,5,28,28,N,Y
6306,R1814TC0TFC4PO,3,51,53,N,N
6307,RFJFNX6G8IO0C,5,23,23,N,Y
6308,R16WZ0GUDUDTKN,5,36,41,N,N
6309,RK1G1GLIJOBRB,3,24,27,N,N
6310,R361T1PIMXQPCW,3,218,244,N,Y
6311,R2BFFLZ977HT7B,5,48,59,Y,N
6312,R1DQQ6S76ZS26D,3,53,61,N,N
6313,R2XPO4U4ZBMHHS,5,13,20,N,N
6314,R8Q6TPEER0Z4C,5,533,597,N,Y
6315,R1HR9HJPO4VZMK,4,26,28,N,N
6316,R2BIW4QUYU6WZ9,1,11,22,N,N
6317,R37T0727VCBN19,4,33,38,N,Y
6318,R8AK5UYHXEMGA,4,20,20,N,Y
6319,R3Q8KTWUJ9CT8U,5,20,21,N,Y
6320,R1FQH877C1O19,5,39,41,N,Y
6321,R2VHWWLG05MRCB,4,36,44,N,N
6322,R1JJB6ZY75GS6F,5,56,61,N,N
6323,R3D94517QTEM0C,1,22,29,N,Y
6324,RSABC5X4V8O1N,2,60,69,N,Y
6325,R1KET06O5NGBE1,1,21,26,N,Y
6326,R1FFTQPEG8CVF8,3,47,53,N,Y
6327,RI2IWJD3T0FB1,4,88,94,N,N
6328,R2SL33TZLR3XU4,4,19,21,N,Y
6329,R1XTTJCFNB6XC4,5,24,28,N,N
6330,R30HZKC5NUVWLJ,1,173,188,N,N
6331,R8XL3UAY7JJMY,5,273,289,N,Y
6332,RMHTLZRP8ECC4,5,30,33,N,N
6333,R1ZI8ROYDH2JNS,5,19,23,N,N
6334,R3H7F9CORB9QUP,5,47,51,N,Y
6335,R3QT4TUG69F0RM,5,26,30,N,Y
6336,R2B7D60O3POUJB,4,23,29,N,Y
6337,R2O5X4DKPUH8AO,2,381,410,N,N
6338,R2TJVP69SRSDVY,4,30,37,Y,N
6339,R3PSHDEUWI8JPF,2,88,99,N,Y
6340,R2UY89CQH00KMG,1,80,103,N,Y
6341,R2AWE80XQP8GQG,5,16,23,N,N
6342,RCNIXJSFOQXBJ,5,20,24,N,Y
6343,R2TJB0OI088WQV,5,20,22,N,Y
6344,R31Y0TR0BEGC5G,5,43,44,N,Y
6345,R27R0VJVM4ENQA,1,25,33,N,Y
6346,R2WR871D0W3RIE,5,19,22,N,N
6347,REJOZ5855EZ3T,5,41,43,N,Y
6348,R2F1P21DYH0EDX,5,16,20,N,N
6349,R1FBHAHQCSDNXD,5,26,28,N,Y
6350,R1BR6ZZQ9H6ARC,5,19,27,N,Y
6351,R1NUTVRSPV5BYT,4,98,107,N,N
6352,RURL9P7VPBSS8,5,25,29,N,N
6353,R2IVIT84T3T88H,3,168,177,N,Y
6354,R13SC1UZWYB883,5,20,21,N,N
6355,R34LNKZQKNQU4F,5,25,30,N,Y
6356,R2H1F58ZMU04C9,4,52,59,Y,N
6357,R1YFV8BRJZ0Y7D,1,24,26,N,Y
6358,RSPZQCT6RMN9I,1,24,25,N,Y
6359,R3NTQ4WI5P5D5V,3,32,40,N,N
6360,R1CI10UY261G64,5,154,156,N,Y
6361,R38ODPW5ZCW994,4,68,72,N,Y
6362,RKLYVL2AK4DHD,3,26,29,N,N
6363,R1PP1IAEJJ09RE,1,16,20,N,Y
6364,R13KZ7D6MJR0S7,4,24,24,N,Y
6365,R2DDA6ZPSYRN4G,5,21,23,N,N
6366,R3FFIAH2C4GL3I,5,22,23,N,Y
6367,R299WHZJ50H9SL,1,32,33,N,Y
6368,R3IJEFL8VER5ZF,5,29,30,N,Y
6369,R21FBZ4UBKC32C,4,20,21,N,Y
6370,R3359SU5KBZFPX,5,25,25,N,Y
6371,R1D045BU3WGIT2,5,39,43,N,Y
6372,R3GTGWNHDYNWF6,5,20,22,N,N
6373,R7TVCEZZJTBRB,1,24,25,N,N
6374,RTMJZTMDURA8Z,3,30,38,N,Y
6375,R15IRWUGXX9F6D,4,23,26,N,Y
6376,R1T7TE74T1W292,5,22,23,N,N
6377,RU2E4GW8KY0TR,5,100,110,N,Y
6378,R1EI7T5GYSI2N2,4,19,21,N,Y
6379,R28111423JANT,5,21,23,N,N
6380,R1U0G1GZTHK5QD,3,16,21,N,Y
6381,R7UM5TVBXULJO,1,19,22,N,Y
6382,RAHWP34FAL537,3,16,23,N,Y
6383,RPSCU8WESM070,5,48,52,N,Y
6384,R3U78JZ6YMQC5J,5,44,48,N,Y
6385,RJNBLDD2DC4Q7,5,49,58,N,N
6386,RU5CUB9MYZ02K,5,24,27,N,N
6387,R3OZD13EURKQ32,5,136,141,N,Y
6388,R1C8OUH539E8E2,3,28,33,N,Y
6389,RMB9A63XXW7P1,5,20,23,N,N
6390,R28GLZ6E5IRSJZ,2,27,28,N,N
6391,RGSUB97ZBYE32,5,24,25,N,Y
6392,R2M5LZAWC5G5XG,3,34,49,N,N
6393,R3HB2DLLY7GZFS,4,15,22,N,Y
6394,R1KVTXM6QCLQUC,5,46,56,N,N
6395,R2N4O4DA03H9ZQ,5,49,52,N,Y
6396,RON9WCUQ7LUQN,2,22,30,N,Y
6397,R3DX0B2PGMB6CS,2,33,33,N,Y
6398,RE08ZIHMYXXLX,1,91,97,N,Y
6399,RH10MF9BQSLC1,5,34,38,N,N
6400,R2EMW2LI6FW2J9,5,103,117,N,Y
6401,R2BZV8RD14MNLA,3,286,299,N,N
6402,R3F7SJLBYDVGFR,1,24,24,N,Y
6403,R1X94KWA6EGC3K,5,21,21,N,N
6404,R30YYSZZ5P3FH8,5,19,26,N,N
6405,R3JHA1MTUQWEYX,5,22,26,N,N
6406,R3N76WA3L0TVD0,1,188,201,N,N
6407,R2Y2BK27EHGHCJ,3,23,24,N,Y
6408,R1B9JUGEY7OLUX,5,41,42,N,Y
6409,R1DWBAR6DVNL1L,2,25,31,N,N
6410,R77X2440A3H1,1,29,33,N,Y
6411,R207T76HGQARSK,1,32,43,N,Y
6412,R14NM7C853YEIH,5,23,25,N,N
6413,R7SOXDQFB888Q,2,46,51,N,N
6414,R38REAN7H78ZVM,4,47,52,N,Y
6415,R15PFI3582LMD,5,37,41,N,N
6416,RDR1ET20U5RRJ,5,38,38,N,Y
6417,R3KCFMMXN3KAO,5,88,96,N,N
6418,R1EIVZ15O4GBPU,5,24,28,N,Y
6419,R1KPFKL3IRYX45,4,21,23,N,Y
6420,R281M6QCJL6T7,5,20,24,N,N
6421,R11XHZNWP7ZMBZ,5,22,25,N,N
6422,RVLMLXV850IHR,5,20,22,N,Y
6423,R1LSSO1QNGK0RD,1,23,33,N,Y
6424,R9ZBUWJ6IUMM5,5,1592,1624,N,Y
6425,R3I2BBKZKFXNHQ,5,16,21,N,Y
6426,R7QIGPU0EMGAH,3,694,713,N,N
6427,R2NF3B9HG9FWSR,4,20,22,N,N
6428,R2GY4KTISOQ10R,5,21,24,N,Y
6429,R2EVMLVQ08LQLK,1,35,40,N,Y
6430,R3LU2LJQL3J7KZ,1,22,28,N,Y
6431,R1ABFWAR1NYR8O,4,68,78,Y,N
6432,R2360I893XH9KE,4,67,69,N,Y
6433,R1CM03JILX0AZR,3,56,62,N,N
6434,RWLZWR5RFB4QQ,5,150,170,N,N
6435,R2JEQAGS63FTUK,3,29,42,N,N
6436,R3UOVL3MATMAAL,3,53,69,Y,N
6437,R3V7HC16LGQ8J,4,23,25,N,Y
6438,RN9R0CQR2KBEZ,2,19,21,N,Y
6439,R1ITDM5RSCNKJP,4,43,50,N,N
6440,R217363YD19V0Z,5,52,56,N,Y
6441,R3B3VD5FMP8WZO,4,136,147,N,Y
6442,RAF4US32GGS24,4,26,29,N,Y
6443,R1QRSBJNX08J79,5,39,40,N,Y
6444,R1S65SAYZ474NB,5,24,24,N,Y
6445,R22J6QPFRSXB26,5,20,21,N,Y
6446,R37U450DMGSF1M,4,69,77,N,Y
6447,REI7O7UT14CV4,5,96,102,N,N
6448,R1BC9IFPNOD7ZI,1,14,21,N,Y
6449,R21G13BCL2CXHT,4,69,78,N,N
6450,R1HGK2OBXRNUF3,5,19,21,N,Y
6451,R2RXNV1CNK3LC4,2,19,28,N,Y
6452,R3R4BJ5ZNO7O7G,5,30,36,N,Y
6453,R6DNI4KWS2YY6,5,23,24,N,Y
6454,R3FU04CI1RG85R,5,46,47,N,Y
6455,R1NM69WI9NKE0,5,17,20,N,Y
6456,R12RBWBDKMS2YD,5,86,91,N,Y
6457,R2C5ARPDEYYQDG,1,26,37,N,Y
6458,R3LPHG88W932EE,5,18,20,N,Y
6459,RFR6GTA09OAXV,5,67,68,N,N
6460,R2FB9KXBZJFYN6,2,18,26,N,N
6461,R1X61SLWD0AFLY,5,19,20,N,Y
6462,R1WMJSRHP5LMUR,5,61,68,N,Y
6463,R1NWE16VIWW4J3,4,54,57,N,Y
6464,R2G3PSTX7GYAMW,1,20,23,N,Y
6465,R33VVKFTC41UMT,1,22,26,N,Y
6466,R3F29OB8YYBOXG,1,16,22,N,Y
6467,R3IGLZXW84VLTD,3,1000,1053,N,N
6468,R15R2EOGV23573,1,19,25,N,Y
6469,R2EAF61BO9ACY7,5,20,25,N,Y
6470,R1VNRWA0SXWLCZ,5,22,24,N,Y
6471,R2NALWJ13XP2LL,5,34,57,N,Y
6472,R3IZTCJAIHO0GA,5,64,68,N,Y
6473,R2H2QSO2MQRP9B,4,14,20,N,N
6474,R1JLG7CXE8I8V5,5,33,39,N,N
6475,R2OMRPZAVDC8UK,5,53,62,N,N
6476,R2NH347QR75C91,1,128,163,N,Y
6477,R3UBZ5GZ9E2AR2,5,20,28,N,N
6478,R2ZW98DHK6QUT7,2,29,32,N,Y
6479,RLCU1MTXD9GL3,4,43,45,N,Y
6480,R1H8IQPJ5CCLFS,3,23,23,N,N
6481,R1WOORK79AQUJY,3,22,26,N,N
6482,R1VGAXH3JOG1ZY,5,20,26,N,N
6483,R18R5AW0Q6YY42,4,109,122,N,Y
6484,R18SAMAKT0TJAX,4,105,114,N,Y
6485,RG74HJW7KMWC8,3,34,38,N,Y
6486,R1YHIGZED8V4YG,1,19,27,N,Y
6487,R3PA9TW52L2Q9X,5,16,30,N,Y
6488,R3N0F4EMQZCRYY,5,46,55,N,Y
6489,R1QSZ89IWD4SL6,4,23,25,N,N
6490,R2SX6CRHHDOO2U,2,75,80,N,Y
6491,R2O7361B2UVNGZ,1,40,48,N,N
6492,R1X2MRONA1DBS3,5,50,54,N,Y
6493,R15QQPLLLSEM11,5,100,103,N,N
6494,R41PL1A05W2FF,5,45,48,N,Y
6495,R15HK4ODGIQG4X,1,67,76,N,N
6496,RDB0SX8TH8E14,1,84,94,N,Y
6497,R3MQKNRWZ0209L,5,20,20,N,Y
6498,R3VKPM8KSAP5ZD,5,32,37,N,Y
6499,R2OKKVRJZ2QELA,5,51,53,N,Y
6500,R31TDBVGUT8FLC,5,26,28,N,N
6501,RPVXFT0OXHCBT,5,28,38,N,Y
6502,R166PCHTOWQ1RM,1,27,28,N,Y
6503,R3CEVU2LD1D5OK,4,128,137,N,N
6504,R1TOUE7BI1MGCD,1,34,38,N,N
6505,R8Z5QHZITKBOY,5,22,22,N,Y
6506,R3GLPRVP758I2I,5,73,78,N,Y
6507,R3QBJ6RF4P8BAY,4,95,96,N,N
6508,RXVUSXDEP7G6B,5,21,21,N,N
6509,R2YZNXC4OVM6A4,5,33,36,N,N
6510,RS22NECZL7EIV,5,226,251,N,Y
6511,R3U50RLYA7DMWV,5,20,26,N,Y
6512,R3KHFPC1V2O410,5,185,203,N,Y
6513,RWQSQVPWJD8N9,1,12,20,N,N
6514,RJS77EAVKRF1K,5,53,56,N,Y
6515,R31RV0W4C3Z5KU,5,129,143,N,Y
6516,R15ZMYEIRKW68J,2,102,104,N,Y
6517,R11G9MZG54UG7N,5,23,30,N,N
6518,RH6GBLR7FP5N8,5,42,46,N,Y
6519,R25PZUDZQH1HLE,5,119,122,N,Y
6520,R2DUKM66ZGQ3LR,3,19,24,N,Y
6521,R3L0WPEND5CNMM,5,34,36,N,Y
6522,RZBBBA6NHDKEV,5,19,20,N,Y
6523,RHLMCX8SB6FR2,5,18,20,N,Y
6524,R1E195I0JNUW57,1,48,65,N,N
6525,RVF6GYW8F524B,4,20,24,N,Y
6526,R2F7SWBXXC7D38,5,27,30,N,N
6527,R2NAJASFY60ZBV,4,18,20,N,Y
6528,R32Z6T6YGI32JO,5,99,106,N,Y
6529,R2ZDSS5EQEXVVC,5,27,29,N,Y
6530,R2U3URHNPPHH54,5,41,43,N,Y
6531,R3QPLPN1Q6URNC,1,13,24,N,Y
6532,R3LN3BNUIPZHOQ,1,33,37,N,Y
6533,R5L2YMI9XHV2Q,5,59,64,N,N
6534,R3ULZVLE5445CW,5,56,64,N,Y
6535,R38EWX93H6SL8M,5,42,43,N,Y
6536,R8UKIXOLNWHWC,1,19,20,N,N
6537,RE78HTEFFCE36,2,37,48,N,Y
6538,R3OVYOULB6AI58,5,40,41,N,Y
6539,R1OU53BW8YIH1U,4,34,34,N,Y
6540,R3B7DP3YSCR50P,4,20,22,N,Y
6541,R3W45NW8JR6CHO,4,23,28,N,Y
6542,RRA9HGNWY5S0U,4,24,30,Y,N
6543,RJZGX9S3V1ESI,5,94,108,N,N
6544,R1TI5UYNJKWZVE,5,34,35,N,Y
6545,R2E46VGGSJ9QBN,1,26,32,N,N
6546,R2FW6BFRX07S0Z,5,27,31,N,Y
6547,R299YTR0QVMO49,4,22,24,N,N
6548,R3CA88O0L3W3CP,5,80,96,Y,N
6549,R2BVFMW9IYX3WD,5,32,37,N,Y
6550,R2WCYLYWASPB4A,5,39,49,N,N
6551,R3L2Y9YC2HPCWO,5,60,60,N,Y
6552,RK9KAYI95K2T0,1,25,28,N,N
6553,R3FSOBWIKZGUQY,5,23,25,N,N
6554,R382GX4R79437A,5,22,28,N,N
6555,R2NI5BPYOX2YPR,5,20,26,Y,N
6556,R1A1TULKMIYWQF,5,14,22,N,N
6557,R2R25HXNO2LX0Z,5,29,34,N,Y
6558,R1UGOMUP3T7Y0A,4,294,309,N,Y
6559,R2RCDXJFYNUG77,1,27,29,N,Y
6560,R3UXQCJZ828YUG,2,23,26,N,Y
6561,R1C20YGE0AO8CG,1,19,24,N,Y
6562,RQE9GO8D9PCW2,2,16,22,N,Y
6563,R67I6BZ52DICC,5,38,40,Y,N
6564,R2CXW4OWELEWMQ,5,32,36,N,N
6565,R3V8NVEXFG918V,5,58,71,N,Y
6566,R1K9LZNHU8SZK2,1,14,20,N,Y
6567,R3KX4Q9ZHZQRZV,5,19,22,N,Y
6568,RF4088SP77QGO,1,21,25,N,Y
6569,R1JLHONG3HQ00S,3,114,122,N,Y
6570,R2GALWVPCQ92WS,2,26,28,N,Y
6571,R2NA54QB34ZU9U,5,32,35,N,Y
6572,R19LRGTC8YGZTM,3,152,176,N,N
6573,R33OM4XUF14IZ3,1,34,39,N,Y
6574,R1DAQTD7BRL5Q4,5,22,22,N,Y
6575,RLDWQYGQ6LDEG,5,19,22,N,Y
6576,R2ZPYW8HOMGB6C,3,53,56,N,N
6577,R36O20E37S31RH,1,50,61,N,Y
6578,R3H383DYIGUP9V,5,25,31,Y,N
6579,R2D0KGV9EF77SB,5,44,47,N,Y
6580,RH191NY7VR9MB,1,47,67,N,Y
6581,R150LCXMFUVVK1,5,31,33,N,N
6582,RSFW7Q9IG3H7O,5,22,25,N,N
6583,R36GO9PLCXHV9U,5,17,20,N,N
6584,RLXXZIQ1VANB5,5,38,40,N,Y
6585,R243TH4JY55UJQ,1,16,21,N,N
6586,R3MWS9KKWHQGW4,5,29,32,N,Y
6587,R3ACEAYKKON3C2,5,113,126,N,Y
6588,R1T13N344YJ4SG,5,59,68,N,Y
6589,R3UYMZSP1IEV5M,1,16,23,N,Y
6590,R2GQTAML7HSDAK,5,16,21,N,Y
6591,R1OLBW56SCNGCA,5,62,66,N,Y
6592,R1OOF54CVO0O1D,1,43,54,N,N
6593,R2918HYC3G9I26,4,21,21,N,N
6594,R2MZ6WFUGK1IT2,1,1207,1348,N,Y
6595,R1GEATF054BJ4K,5,68,79,N,N
6596,R1JC86I4TEQGY0,1,17,22,N,Y
6597,R29IFIJW16IMCY,1,26,28,N,N
6598,R3F0N6OOPCG1NP,5,32,35,N,Y
6599,R4QBD8JGZQ1TO,5,101,109,N,Y
6600,R1813PGBS5RSZZ,2,33,35,N,Y
6601,R1EM54QDRU8EJV,4,44,59,N,N
6602,R1S2LFISQS19UG,5,43,47,N,Y
6603,R2LMI6VKO2AYZV,5,19,23,N,N
6604,RIBNJ32J41IPE,5,22,22,N,Y
6605,RKNB14OM5PBAM,5,33,39,N,N
6606,R1M0H22ETQALSU,4,40,42,N,Y
6607,RFC9D2WPL906L,3,21,22,N,Y
6608,R1TNJ8E3KT3GOD,4,81,90,N,Y
6609,R2VLT349DY4KRC,5,19,20,N,N
6610,R3UH3W8BOVNYNA,5,21,24,N,Y
6611,R3OR2JNBTCAGIH,1,20,27,N,Y
6612,R195WACS4U0SX3,4,41,43,N,N
6613,R2CCN74H5AULIA,5,26,27,N,Y
6614,R18Q7F62S0Z1RM,5,233,250,N,N
6615,R3R3IL53R1RWV9,1,19,23,N,Y
6616,R1JT2A8ZWJWJN3,4,48,60,Y,N
6617,R1LTPI3TDAKUGA,5,22,23,N,Y
6618,R2FR8TX7K22R1J,4,22,25,N,Y
6619,R3NWL9I8UF4FB3,4,20,21,N,N
6620,R2PT99FMK6T019,5,136,147,N,N
6621,R3GJ5XXFV5XHFF,4,96,115,Y,N
6622,R856YP2AJEV75,1,18,23,N,Y
6623,RLJNV5XDMVTUU,2,129,143,N,N
6624,R3UQ835QM28AST,3,64,79,N,Y
6625,R1VUODSZTHN7F5,4,29,30,N,Y
6626,R1JURLLQMZGZRX,4,43,51,N,Y
6627,R2HYBWAVGNYU7O,1,23,28,N,N
6628,R1PCOA3S1YWMZ2,5,25,30,N,Y
6629,R1ZFC4ACARFLVQ,5,21,21,N,Y
6630,RT7RY6J6CUIR,5,19,23,N,N
6631,R1EVNIGM9K37DU,5,25,33,N,Y
6632,R3KON87TOGRIL2,5,20,20,N,N
6633,R3GIYUN82PQDYK,2,35,42,N,Y
6634,R1J8QA3MK4K696,1,83,93,N,Y
6635,R1BEL15IE0LN3I,4,20,20,N,Y
6636,R2FV5C9TPKPKFK,4,19,21,N,Y
6637,RI86RMQ0RI0F5,4,19,21,Y,N
6638,R5K2BNY3KS669,1,22,29,N,Y
6639,RKYZNGO3IZEK0,5,27,35,N,N
6640,RGKA03ABNZEL6,5,18,21,N,Y
6641,RPU66AKVY7YXL,5,62,66,N,N
6642,R189RC8JKQTQIM,1,22,24,N,Y
6643,RSE6ZUJXJ3K2T,5,48,58,N,Y
6644,R2DRA1T7A494QE,5,145,156,N,Y
6645,R38HTP75TJ81F0,1,44,55,N,Y
6646,R3EL1ZSDA57T20,2,17,26,N,N
6647,R1N21YCW4HKOMT,5,419,469,N,Y
6648,R3DD85Z1TFQNS7,3,60,64,N,Y
6649,R2AMLZ947652NN,1,20,24,N,Y
6650,R3IGSXQT9N3XAB,1,14,21,Y,N
6651,R3KLKWJ4MITD4F,5,21,21,N,Y
6652,R2UB52E50NFLZR,4,406,421,N,Y
6653,R3W2I3T54MTL3C,5,94,102,N,Y
6654,RIUVEN0ICFU27,4,30,38,N,N
6655,RO7A5D6H4KPUO,5,36,39,N,Y
6656,R2AN64EN00XYKN,4,82,96,N,N
6657,RTYBQSA7RNIR4,5,42,45,N,Y
6658,R1N9M2XCA13Q41,1,14,26,N,Y
6659,R2GPAVK64YA1NC,5,75,79,N,Y
6660,R3V1OH5ZLL2DQ6,5,63,67,N,N
6661,R3STOPHQWUECTL,1,20,20,N,Y
6662,RQTHIR8VOO1DG,1,24,33,N,Y
6663,RP9NW86PN90ZS,2,14,20,N,Y
6664,R1QF6VBNB8YAFB,2,30,30,N,Y
